ID,Player Name,Overall,Club,League,League location,Nationality,Position,Age,Height (cm),Weight (Kg),Pace,Acceleration,Sprint Speed,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Shooting,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Passing,Vision,Crossing,Free Kick,Short Pass,Long Pass,Pass Curve,Defending,Interceptions,Heading,Marking,Standing Tackle,Sliding Tackle,Physicality,Jumping,Stamina,Strength,Aggression,Diving,Reflexes,Handling,Speed,Kicking,Positoning,Preferred Foot,Attacking Workrate,Defensive Workrate,Weak Foot,Skill Moves,CB,RB,LB,RWB,LWB,CDM,CM,RM,LM,CAM,CF,RF,LF,RW,LW,ST
77,Sami Khedira,86,Juventus,Serie A TIM,Italy,Germany,CM,31,189,90,58,54,61,79,55,54,88,85,85,77,80,72,83,79,79,69,81,83,72,68,86,83,68,82,87,76,80,84,76,84,68,78,88,82,0,0,0,0,0,0,Right,High,High,4,2,82,78,78,79,79,84,84,78,78,80,79,79,79,77,77,78
78,Blaise Matuidi,86,Juventus,Serie A TIM,Italy,France,CDM,31,180,75,79,80,77,80,84,80,85,80,83,69,73,64,79,71,73,56,78,76,75,52,84,77,65,84,87,68,86,85,87,84,85,95,76,87,0,0,0,0,0,0,Left,High,High,2,2,83,84,84,84,84,84,80,79,79,78,77,77,77,77,77,75
79,Marco Reus,86,Borussia Dortmund,Bundesliga,Germany,Germany,LM,29,180,71,86,87,86,87,87,81,85,87,83,87,87,87,89,87,89,85,83,87,77,85,87,71,90,45,51,50,48,36,38,65,71,69,68,49,0,0,0,0,0,0,Right,Med,Med,4,4,54,63,63,67,67,64,79,84,84,86,86,86,86,86,86,82
80,Raheem Sterling,86,Manchester City,Premier League,England,England,RW,23,170,69,94,96,92,88,94,94,82,88,76,74,87,77,70,70,64,68,77,77,77,61,84,67,68,48,30,38,47,59,55,57,58,79,52,38,0,0,0,0,0,0,Right,High,Med,3,4,53,66,66,70,70,63,77,84,84,83,83,83,83,85,85,76
81,Vincent Kompany,86,Manchester City,Premier League,England,Belgium,CB,32,190,85,57,52,60,67,57,41,88,71,82,55,41,45,76,56,46,64,66,59,61,52,74,67,61,86,82,84,88,86,84,82,72,66,88,88,0,0,0,0,0,0,Right,Med,High,3,2,84,76,76,74,74,78,68,63,63,63,62,62,62,61,61,64
82,Riyad Mahrez,86,Manchester City,Premier League,England,Algeria,RW,27,179,67,86,89,83,91,94,88,77,89,86,80,81,81,80,82,72,77,82,82,82,78,83,76,85,38,39,49,45,31,18,60,62,77,55,48,0,0,0,0,0,0,Left,Med,Med,4,5,47,58,58,64,64,60,78,84,84,84,83,83,83,85,85,78
83,Arturo Vidal,86,FC Barcelona,LaLiga Santander,Spain,Chile,CDM,31,180,75,58,61,55,79,74,75,84,83,82,81,78,75,87,86,78,82,80,78,76,68,84,78,76,85,85,82,82,88,87,84,86,84,79,94,0,0,0,0,0,0,Right,Med,Med,4,3,84,81,81,81,81,84,81,77,77,78,78,78,78,76,76,78
84,César Azpilicueta Tanco,86,Chelsea,Premier League,England,Spain,CB,29,178,78,76,76,76,74,72,73,88,79,78,55,62,46,68,60,51,66,78,74,81,58,81,80,68,87,89,76,88,90,86,77,76,87,71,82,0,0,0,0,0,0,Right,Med,Med,3,2,84,84,84,84,84,84,78,75,75,73,71,71,71,72,72,68
85,David Alaba,86,FC Bayern München,Bundesliga,Germany,Austria,LB,26,180,76,83,86,79,81,79,77,85,84,79,74,77,63,84,83,68,81,81,77,82,85,83,81,78,82,85,75,80,83,80,76,83,88,71,69,0,0,0,0,0,0,Left,High,Med,4,3,80,83,83,83,83,82,82,81,81,80,79,79,79,80,80,77
86,Arjen Robben,86,FC Bayern München,Bundesliga,Germany,Holland,RM,34,180,80,80,84,76,89,87,91,85,89,85,86,84,86,87,87,87,78,82,84,80,82,83,71,91,33,38,52,30,26,26,63,60,65,68,47,0,0,0,0,0,0,Left,High,Low,2,4,47,56,56,61,61,58,77,83,83,85,85,85,85,85,85,81
87,Franck Ribéry,86,FC Bayern München,Bundesliga,Germany,France,LM,35,170,72,79,80,79,89,86,92,84,89,85,77,81,77,75,72,81,79,83,86,81,81,85,74,84,31,34,42,32,25,26,58,34,60,61,51,0,0,0,0,0,0,Right,Med,Med,4,5,44,55,55,61,61,58,76,82,82,84,82,82,82,83,83,76
88,Joshua Kimmich,86,FC Bayern München,Bundesliga,Germany,Germany,RB,23,176,70,74,79,69,83,85,84,86,86,83,69,81,66,76,70,61,44,84,79,91,61,86,80,81,78,80,74,72,82,80,74,80,86,65,75,0,0,0,0,0,0,Right,High,Low,4,3,77,81,81,82,82,81,82,82,82,81,79,79,79,80,80,76
89,Alisson Ramses Becker,86,Liverpool,Premier League,England,Brazil,GK,26,191,91,0,55,45,0,40,37,83,30,65,0,13,13,21,14,20,23,0,66,17,18,45,44,19,0,11,19,15,19,16,0,52,32,78,27,83,89,82,55,86,84,Right,Med,Med,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Fábio Henrique Tavares,86,Liverpool,Premier League,England,Brazil,CDM,24,188,78,72,69,73,78,69,67,84,83,85,70,71,66,79,65,47,92,79,76,80,53,84,79,71,85,85,75,83,89,86,85,75,94,79,86,0,0,0,0,0,0,Right,Med,Med,2,3,83,83,83,84,84,84,81,78,78,77,76,76,76,76,76,74
91,Virgil van Dijk,86,Liverpool,Premier League,England,Holland,CB,27,193,92,72,67,76,71,61,49,84,74,84,61,41,52,82,65,45,63,68,59,53,71,77,79,60,86,86,82,84,89,83,85,86,71,93,81,0,0,0,0,0,0,Right,Med,Med,3,2,85,78,78,76,76,81,72,67,67,67,67,67,67,65,65,68
92,Toby Alderweireld,86,Tottenham Hotspur,Premier League,England,Belgium,CB,29,186,81,63,59,66,67,60,50,87,71,82,58,59,45,79,66,38,59,73,67,64,69,78,82,63,89,84,82,91,92,85,79,85,74,80,81,0,0,0,0,0,0,Right,Med,Med,3,2,85,79,79,77,77,82,74,68,68,68,67,67,67,65,65,67
93,Mesut Özil,86,Arsenal,Premier League,England,Germany,CAM,29,180,76,70,72,69,84,79,70,84,90,78,73,83,72,70,75,80,67,86,91,83,77,89,82,84,24,24,54,24,16,19,58,48,69,57,48,0,0,0,0,0,0,Left,Med,Low,2,4,41,52,52,58,58,56,78,82,82,84,81,81,81,82,82,75
94,Marco Asensio Willemsen,86,Real Madrid,LaLiga Santander,Spain,Spain,LW,22,182,76,82,84,80,86,77,76,79,87,83,85,80,85,87,89,79,62,84,85,82,76,86,82,84,44,46,51,40,42,39,61,58,73,62,45,0,0,0,0,0,0,Left,Med,Med,3,4,52,62,62,67,67,64,80,84,84,85,84,84,84,84,84,80
95,Yacine Brahimi,86,FC Porto,Liga NOS,Portugal,Algeria,LM,28,175,66,81,88,75,91,93,87,84,86,91,76,84,77,69,77,73,76,79,80,80,79,80,72,85,42,38,47,52,36,25,60,73,86,49,46,0,0,0,0,0,0,Right,High,Med,3,4,49,60,60,65,65,61,77,83,83,83,82,82,82,84,84,76
96,Kostas Manolas,86,Roma,Serie A TIM,Italy,Greece,CB,27,189,83,84,80,86,63,69,59,86,66,80,19,26,10,42,12,16,27,43,22,27,10,61,62,30,87,87,80,87,88,90,83,87,76,83,87,0,0,0,0,0,0,Right,Low,High,2,2,84,77,77,73,73,76,57,54,54,50,49,49,49,50,50,50
97,Jorge Resurrección,86,Atlético Madrid,LaLiga Santander,Spain,Spain,LM,26,176,74,70,72,68,83,74,78,86,87,78,76,85,72,85,82,56,59,89,87,86,76,91,90,85,70,66,61,81,70,51,79,61,85,80,71,0,0,0,0,0,0,Right,High,High,4,3,72,74,74,77,77,79,85,83,83,84,82,82,82,82,82,78
98,Saúl Ñíguez Esclápez,86,Atlético Madrid,LaLiga Santander,Spain,Spain,CM,23,184,77,71,72,71,83,76,68,83,86,84,78,83,79,79,80,70,55,80,83,69,60,86,84,63,79,79,84,77,80,76,77,80,82,77,69,0,0,0,0,0,0,Left,Med,High,4,3,79,78,78,79,79,81,84,81,81,83,82,82,82,80,80,81
99,Diego da Silva Costa,86,Atlético Madrid,LaLiga Santander,Spain,Spain,ST,29,188,86,76,74,77,77,58,53,86,84,84,84,88,88,84,74,81,75,65,75,66,59,66,52,62,50,40,83,59,39,34,88,64,76,93,94,0,0,0,0,0,0,Right,High,Med,4,2,62,60,60,62,62,62,70,76,76,77,81,81,81,78,78,83
100,Filipe Luís Kasmirski,86,Atlético Madrid,LaLiga Santander,Spain,Brazil,LB,33,182,74,76,77,76,80,75,62,86,84,89,63,72,59,72,60,56,66,79,70,87,75,81,77,74,82,85,72,78,85,87,80,71,90,74,82,0,0,0,0,0,0,Left,High,Med,3,3,81,83,83,84,84,82,79,79,79,76,75,75,75,76,76,73
101,Radamel Falcao García Zarate,86,AS Monaco Football Club SA,Ligue 1 Conforama,France,Colombia,ST,32,177,72,68,70,66,79,76,75,88,83,88,85,91,88,79,80,86,81,70,71,55,74,80,58,84,44,41,92,39,42,19,75,92,68,76,76,0,0,0,0,0,0,Right,High,Med,4,3,58,56,56,58,58,60,73,75,75,79,81,81,81,78,78,83
102,Radja Nainggolan,86,Inter,Serie A TIM,Italy,Belgium,CM,30,176,77,76,79,73,83,76,83,88,86,85,80,87,75,85,87,75,63,79,76,73,68,85,82,73,84,87,59,84,87,91,84,76,94,77,89,0,0,0,0,0,0,Right,High,High,3,3,83,84,84,85,85,86,84,81,81,82,82,82,82,81,81,79
103,Milan Škriniar,86,Inter,Serie A TIM,Italy,Slovakia,CB,23,187,80,73,70,74,63,48,48,82,68,81,42,30,43,51,30,40,57,58,58,40,30,71,69,34,88,86,80,93,89,82,83,78,77,84,87,0,0,0,0,0,0,Right,Med,High,4,2,84,77,77,74,74,79,66,61,61,60,58,58,58,57,57,58
104,João Miranda de Souza Filho,86,Inter,Serie A TIM,Italy,Brazil,CB,34,186,78,69,66,70,70,61,57,82,74,82,50,43,43,71,41,52,50,61,58,48,39,71,70,32,89,85,80,91,91,85,77,83,65,80,84,0,0,0,0,0,0,Right,Med,High,3,2,84,77,77,75,75,79,68,64,64,63,63,63,63,61,61,63
105,Nabil Fekir,86,Olympique Lyonnais,Ligue 1 Conforama,France,France,CAM,25,173,75,80,80,80,90,91,92,80,90,90,83,81,83,85,83,77,81,82,82,84,79,84,75,82,34,28,50,31,38,25,80,69,81,82,73,0,0,0,0,0,0,Left,High,Med,3,4,51,58,58,63,63,61,78,84,84,84,84,84,84,85,85,80
106,Andrea Barzagli,85,Juventus,Serie A TIM,Italy,Italy,CB,37,187,87,69,61,74,66,52,64,81,66,89,35,28,21,55,40,36,61,58,63,40,31,66,66,50,90,91,72,95,91,82,73,82,53,84,66,0,0,0,0,0,0,Right,Low,High,3,2,83,75,75,72,72,77,64,58,58,58,56,56,56,55,55,53
107,Wojciech Szczesny,85,Juventus,Serie A TIM,Italy,Poland,GK,28,195,90,0,52,47,0,55,51,82,22,65,0,14,12,15,14,14,18,0,48,12,14,32,36,16,0,15,16,20,13,12,0,71,45,65,40,86,88,82,52,72,83,Right,Med,Med,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Mario Mandžukic,85,Juventus,Serie A TIM,Italy,Croatia,ST,32,190,85,71,67,74,76,67,53,87,78,81,79,91,85,81,60,87,76,72,75,73,49,76,67,64,67,67,91,59,64,64,86,86,83,86,89,0,0,0,0,0,0,Right,High,High,3,3,74,72,72,72,72,73,76,78,78,77,80,80,80,77,77,83
109,Mattia Perin,85,Juventus,Serie A TIM,Italy,Italy,GK,25,188,77,0,58,56,0,70,30,79,23,65,0,12,11,23,17,19,21,0,44,11,13,33,31,15,0,19,12,20,12,19,0,75,30,52,25,82,91,86,58,72,80,Right,Med,Med,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Juan Cuadrado,85,Juventus,Serie A TIM,Italy,Colombia,RM,30,179,72,92,89,94,88,92,82,80,85,80,75,79,67,85,81,70,65,78,76,81,69,81,69,79,67,62,58,63,71,75,70,76,79,61,79,0,0,0,0,0,0,Right,High,Med,3,5,69,76,76,78,78,73,78,82,82,82,82,82,82,83,83,77
111,Ilkay Gündogan,85,Manchester City,Premier League,England,Germany,CM,27,180,80,69,67,69,85,78,78,86,87,88,75,80,72,78,73,76,77,84,87,74,74,89,84,81,70,78,50,74,68,64,71,61,69,73,71,0,0,0,0,0,0,Right,High,Med,4,4,71,73,73,76,76,79,83,81,81,83,81,81,81,80,80,76
112,Bernardo Mota Carvalho e Silva,85,Manchester City,Premier League,England,Portugal,RW,24,173,64,79,84,74,90,88,86,82,90,85,73,82,75,70,71,66,66,84,85,86,63,86,78,84,47,50,52,50,44,35,59,50,79,48,58,0,0,0,0,0,0,Left,High,Med,3,4,54,64,64,69,69,66,80,84,84,84,82,82,82,84,84,76
113,Kyle Walker,85,Manchester City,Premier League,England,England,RB,28,183,70,91,86,94,78,67,72,84,79,75,64,67,51,87,69,57,64,76,69,82,71,79,67,77,82,82,74,78,85,84,81,84,90,75,78,0,0,0,0,0,0,Right,High,High,2,2,81,83,83,83,83,80,76,78,78,74,75,75,75,76,76,73
114,Sergio Roberto Carnicer,85,FC Barcelona,LaLiga Santander,Spain,Spain,RB,26,178,68,79,77,79,78,69,74,81,83,72,64,70,64,66,67,50,57,82,84,84,60,87,77,70,81,82,72,75,87,86,72,47,84,69,68,0,0,0,0,0,0,Right,High,High,3,4,78,82,82,83,83,81,81,79,79,79,76,76,76,78,78,72
115,Niklas Süle,85,FC Bayern München,Bundesliga,Germany,Germany,CB,23,195,97,68,52,80,51,33,33,80,64,73,42,26,20,78,63,31,32,53,30,30,30,79,64,28,84,82,87,82,86,84,83,38,65,95,83,0,0,0,0,0,0,Right,Med,Med,3,2,82,74,74,70,70,76,61,52,52,52,53,53,53,49,49,57
116,Javier Martínez Aginaga,85,FC Bayern München,Bundesliga,Germany,Spain,CDM,30,190,81,52,49,54,66,53,48,85,75,81,56,51,43,77,63,59,52,71,76,60,45,78,78,46,87,89,88,85,87,87,84,86,74,85,91,0,0,0,0,0,0,Right,Med,Med,3,2,85,78,78,76,76,83,74,66,66,67,65,65,65,63,63,65
117,Heung Min Son,85,Tottenham Hotspur,Premier League,England,Korea Republic,LM,26,183,65,87,88,85,86,80,76,84,86,81,86,86,86,87,89,75,71,77,81,79,70,80,64,82,43,39,66,49,34,33,69,63,86,63,60,0,0,0,0,0,0,Right,High,High,5,4,53,62,62,66,66,62,77,83,83,84,85,85,85,85,85,83
118,Davinson Sánchez,85,Tottenham Hotspur,Premier League,England,Colombia,CB,22,187,79,77,72,80,68,60,55,81,74,76,46,34,40,67,44,28,44,56,44,36,27,76,66,30,85,82,80,85,86,89,83,73,76,84,88,0,0,0,0,0,0,Right,Med,High,3,2,83,77,77,75,75,78,66,62,62,61,61,61,61,59,59,61
119,Moussa Dembélé,85,Tottenham Hotspur,Premier League,England,Belgium,CM,31,185,82,73,73,73,88,79,76,84,90,91,71,71,66,82,71,74,63,78,81,65,55,87,81,65,79,83,70,75,84,70,83,75,70,91,79,0,0,0,0,0,0,Left,Med,Med,2,4,80,77,77,78,78,82,82,80,80,82,80,80,80,79,79,77
120,Dele Alli,85,Tottenham Hotspur,Premier League,England,England,CAM,22,188,80,76,73,77,83,76,62,86,86,87,82,87,84,78,80,79,68,79,85,69,58,85,79,75,66,68,78,64,63,57,79,67,91,71,85,0,0,0,0,0,0,Right,High,Med,3,4,71,73,73,74,74,76,83,82,82,84,84,84,84,82,82,82
121,Karim Benzema,85,Real Madrid,LaLiga Santander,Spain,France,ST,30,185,81,77,77,77,82,76,61,84,86,79,80,86,78,82,75,78,83,77,85,75,73,83,55,80,33,22,80,48,15,12,76,70,72,81,65,0,0,0,0,0,0,Right,Med,Low,4,4,49,53,53,58,58,56,73,80,80,81,82,82,82,81,81,81
122,Daniel Carvajal Ramos,85,Real Madrid,LaLiga Santander,Spain,Spain,RB,26,173,73,83,79,85,80,82,80,83,84,77,46,62,41,65,36,34,46,74,57,84,47,82,71,72,83,84,70,84,84,86,79,76,85,74,82,0,0,0,0,0,0,Right,High,Med,3,3,81,83,83,84,84,81,74,75,75,71,70,70,70,72,72,66
123,Raúl Albiol Tortajada,85,Napoli,Serie A TIM,Italy,Spain,CB,33,190,82,54,55,54,65,53,56,83,72,76,42,30,27,66,54,31,37,62,57,38,45,75,73,53,87,87,77,90,88,85,76,78,55,83,82,0,0,0,0,0,0,Right,Low,Med,3,2,83,74,74,71,71,79,67,58,58,60,57,57,57,55,55,56
124,José María Callejón Bueno,85,Napoli,Serie A TIM,Italy,Spain,RW,31,178,73,89,87,89,84,86,80,82,86,79,79,89,79,79,81,85,62,76,79,83,65,81,51,73,48,40,66,65,32,32,66,74,92,55,54,0,0,0,0,0,0,Right,High,High,2,3,54,64,64,68,68,61,74,82,82,82,83,83,83,84,84,80
125,Alex Nicolao Telles,85,FC Porto,Liga NOS,Portugal,Brazil,LB,25,181,71,86,84,86,81,73,70,84,83,81,72,77,65,81,76,67,68,84,74,90,79,84,87,88,81,81,74,81,82,79,78,82,93,68,79,0,0,0,0,0,0,Left,High,Med,2,3,79,83,83,84,84,82,82,83,83,80,79,79,79,81,81,77
126,Edin Džeko,85,Roma,Serie A TIM,Italy,Bosnia and Herzegovina,ST,32,193,84,66,65,66,75,57,36,83,84,83,85,89,89,86,79,77,67,71,74,63,54,77,72,65,46,50,84,58,28,16,73,66,76,80,51,0,0,0,0,0,0,Right,Med,Med,4,2,56,57,57,60,60,62,75,76,76,78,81,81,81,77,77,83
127,Marcos Aoas Corrêa,85,Paris Saint-Germain,Ligue 1 Conforama,France,Brazil,CB,24,183,75,76,73,77,69,70,69,82,77,80,39,47,33,54,35,31,31,70,51,73,32,82,79,49,86,84,80,86,88,88,77,87,75,74,81,0,0,0,0,0,0,Right,Med,Med,3,2,83,81,81,80,80,81,70,68,68,64,62,62,62,64,64,60
128,Ángel Di María,85,Paris Saint-Germain,Ligue 1 Conforama,France,Argentina,RW,30,180,69,86,87,86,86,93,77,80,84,82,77,83,72,84,78,78,73,83,83,84,83,83,79,85,48,38,52,35,60,57,67,73,74,60,74,0,0,0,0,0,0,Left,High,Med,2,5,58,66,66,69,69,66,78,83,83,83,82,82,82,83,83,77
129,José María Giménez,85,Atlético Madrid,LaLiga Santander,Spain,Uruguay,CB,23,185,80,69,66,71,54,57,43,77,57,74,46,24,37,73,49,30,38,52,27,47,44,69,59,36,87,85,79,89,87,88,83,93,67,86,90,0,0,0,0,0,0,Right,Med,High,3,2,84,75,75,72,72,74,57,53,53,51,52,52,52,51,51,56
130,Sergej Milinkovic-Savic,85,Lazio,Serie A TIM,Italy,Serbia,CM,23,191,76,69,68,70,82,66,59,80,87,82,79,79,80,83,80,74,56,80,85,64,75,85,85,78,77,78,86,75,77,72,84,85,85,88,73,0,0,0,0,0,0,Right,High,Med,4,4,79,77,77,77,77,81,84,80,80,82,82,82,82,79,79,81
131,Jonas Gonçalves Oliveira,85,SL Benfica,Liga NOS,Portugal,Brazil,ST,34,181,74,65,66,65,85,77,69,86,89,88,87,88,89,84,85,85,84,78,84,70,77,76,75,86,39,34,86,31,36,25,66,70,74,63,61,0,0,0,0,0,0,Right,High,Med,5,3,52,56,56,59,59,60,77,80,80,83,84,84,84,81,81,83
132,Stefan de Vrij,85,Inter,Serie A TIM,Italy,Holland,CB,26,189,78,69,67,70,68,61,59,81,72,83,42,32,25,66,61,27,42,61,59,49,16,72,72,45,87,88,80,89,88,83,77,77,66,81,79,0,0,0,0,0,0,Right,Med,High,4,2,83,77,77,74,74,79,68,61,61,62,59,59,59,59,59,58
133,Képler Laveran Lima Ferreira,85,Be?ikta? JK,Super Lig,Turkey,Portugal,CB,35,188,81,68,65,70,62,63,49,83,62,79,51,40,46,63,56,23,57,57,48,46,47,70,61,44,85,85,80,86,85,82,81,76,60,86,94,0,0,0,0,0,0,Right,Med,High,3,2,83,74,74,71,71,76,63,59,59,59,59,59,59,58,58,61
134,Iago Aspas Juncal,85,RC Celta,LaLiga Santander,Spain,Spain,RW,31,175,67,81,85,78,86,87,74,86,87,85,86,89,90,79,82,86,82,77,75,80,76,81,64,83,35,39,78,39,21,18,65,68,75,60,63,0,0,0,0,0,0,Left,High,High,3,3,50,57,57,62,62,58,75,82,82,83,85,85,85,84,84,84
135,Anthony Lopes,85,Olympique Lyonnais,Ligue 1 Conforama,France,Portugal,GK,28,184,81,0,64,65,0,67,62,84,21,65,0,9,18,20,18,13,16,0,48,19,14,32,31,15,0,25,16,13,15,13,0,82,36,73,43,87,88,81,64,75,82,Left,Med,Med,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Norberto Murara Neto,85,Valencia CF,LaLiga Santander,Spain,Brazil,GK,29,190,84,0,54,49,0,59,49,79,24,64,0,11,15,28,20,12,22,0,42,11,13,36,41,12,0,15,14,17,14,15,0,80,39,63,40,87,83,85,54,80,79,Right,Med,Med,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Rodrigo Moreno Machado,85,Valencia CF,LaLiga Santander,Spain,Spain,ST,27,182,77,91,88,93,83,85,77,83,83,77,82,85,83,84,79,82,77,74,75,72,67,79,58,84,45,31,84,45,41,40,72,79,79,73,60,0,0,0,0,0,0,Left,High,Med,3,4,57,62,62,65,65,60,73,81,81,81,83,83,83,82,82,83
138,Zlatan Ibrahimovic,85,LA Galaxy,Major League Soccer,United States,Sweden,ST,37,195,95,59,58,59,79,74,39,82,84,90,86,85,86,90,82,86,89,77,79,73,82,79,73,82,34,20,83,28,37,24,78,68,61,86,84,0,0,0,0,0,0,Right,Med,Low,4,5,53,52,52,55,55,58,74,76,76,79,80,80,80,78,78,82
139,José Paulo Bezerra M. Júnior,85,Guangzhou Evergrande Taobao,CSL,China PR,Brazil,CM,30,181,81,73,73,73,81,69,66,84,84,80,81,84,81,83,80,75,71,77,78,64,72,84,80,66,79,81,85,75,81,73,84,90,92,81,81,0,0,0,0,0,0,Right,High,High,3,3,80,79,79,79,79,81,83,80,80,81,82,82,82,79,79,82
140,Shinji Kagawa,84,Borussia Dortmund,Bundesliga,Germany,Japan,CAM,29,175,68,69,78,60,87,92,89,83,85,83,70,83,78,54,57,77,81,79,83,65,63,87,76,74,55,60,48,57,53,49,50,66,83,39,30,0,0,0,0,0,0,Right,High,Med,4,4,56,66,66,69,69,68,80,80,80,82,79,79,79,80,80,72
141,Anthony Martial,84,Manchester United,Premier League,England,France,LW,22,184,76,90,88,90,87,85,81,81,87,79,82,83,83,85,75,74,82,74,74,77,54,78,60,85,43,43,70,38,39,36,73,79,76,76,58,0,0,0,0,0,0,Right,Med,Med,3,4,55,62,62,65,65,61,74,82,82,81,83,83,83,83,83,82
142,Juan Manuel Mata García,84,Manchester United,Premier League,England,Spain,RM,30,170,63,66,70,62,86,84,90,86,89,88,77,84,79,75,72,71,82,85,86,83,85,86,79,85,38,40,57,43,31,21,51,71,72,37,51,0,0,0,0,0,0,Left,Med,Med,3,4,47,57,57,62,62,61,79,81,81,83,81,81,81,81,81,75
143,Aymeric Laporte,84,Manchester City,Premier League,England,France,CB,24,189,85,66,62,68,63,45,55,83,73,75,51,55,45,69,47,40,41,68,56,58,70,76,79,61,86,86,86,84,87,86,77,75,65,82,75,0,0,0,0,0,0,Left,Med,Med,3,2,83,77,77,75,75,79,70,65,65,64,63,63,63,62,62,65
144,Gabriel Fernando de Jesus,84,Manchester City,Premier League,England,Brazil,ST,21,175,73,87,88,85,87,93,92,87,85,82,81,89,85,78,73,72,78,73,78,66,54,77,66,77,40,32,75,54,23,19,74,78,85,68,74,0,0,0,0,0,0,Right,High,High,3,4,53,58,58,62,62,60,75,82,82,83,84,84,84,83,83,82
145,Malcom Filipe Silva de Oliveira,84,FC Barcelona,LaLiga Santander,Spain,Brazil,RW,21,172,74,85,88,82,86,93,84,80,86,78,80,80,75,86,86,71,68,82,85,79,82,84,73,77,28,26,59,21,29,17,65,58,75,65,53,0,0,0,0,0,0,Left,Med,Med,4,4,44,54,54,59,59,56,76,82,82,83,83,83,83,83,83,78
146,Luiz Frello Filho Jorge,84,Chelsea,Premier League,England,Italy,CM,26,180,65,72,75,69,82,80,73,83,85,79,64,72,57,71,62,71,84,84,87,75,76,89,87,75,69,78,56,59,78,70,71,58,79,66,79,0,0,0,0,0,0,Right,Med,Med,3,4,72,75,75,77,77,79,83,79,79,80,77,77,77,77,77,71
147,Francesc Fàbregas i Soler,84,Chelsea,Premier League,England,Spain,CM,31,180,77,55,56,54,80,62,75,81,85,92,74,75,73,77,72,81,78,88,91,85,81,90,89,78,60,50,74,64,59,58,58,63,60,61,45,0,0,0,0,0,0,Right,High,Med,3,3,63,66,66,69,69,70,81,78,78,81,78,78,78,78,78,75
148,Willian Borges da Silva,84,Chelsea,Premier League,England,Brazil,RW,30,175,77,88,91,86,86,89,79,82,84,79,77,80,77,79,81,59,70,80,83,76,83,80,77,82,49,55,31,43,57,51,62,41,85,60,44,0,0,0,0,0,0,Right,High,High,4,4,55,67,67,71,71,67,79,83,83,83,82,82,82,83,83,75
149,Corentin Tolisso,84,FC Bayern München,Bundesliga,Germany,France,CM,24,181,81,71,76,66,79,75,74,84,82,74,78,80,75,83,81,62,70,80,81,67,73,85,87,66,77,77,83,75,79,71,82,91,88,77,82,0,0,0,0,0,0,Right,High,Med,3,3,79,77,77,77,77,81,83,79,79,80,80,80,80,78,78,79
150,Leon Goretzka,84,FC Bayern München,Bundesliga,Germany,Germany,CM,23,189,79,84,85,84,82,76,70,84,84,80,75,78,72,78,79,68,60,81,83,75,75,85,79,76,78,84,75,70,80,79,77,67,87,70,81,0,0,0,0,0,0,Right,High,High,4,3,78,81,81,81,81,81,82,82,82,82,81,81,81,81,81,78
151,Kingsley Coman,84,FC Bayern München,Bundesliga,Germany,France,LM,22,178,71,95,96,93,86,88,84,81,83,75,77,80,77,78,73,78,70,76,76,82,70,78,63,85,26,23,54,30,17,15,61,76,77,62,36,0,0,0,0,0,0,Right,Med,Low,3,5,41,54,54,59,59,52,72,82,82,81,82,82,82,83,83,78
152,Naby Keïta,84,Liverpool,Premier League,England,Guinea,CM,23,172,64,69,79,60,88,90,91,82,89,79,74,75,75,77,74,71,58,79,82,62,70,89,79,64,65,76,42,69,62,61,69,53,83,58,79,0,0,0,0,0,0,Right,High,Med,4,4,67,71,71,74,74,77,82,80,80,83,80,80,80,80,80,74
153,Henrikh Mkhitaryan,84,Arsenal,Premier League,England,Armenia,CAM,29,177,75,82,85,79,85,87,85,81,86,76,78,82,76,85,73,81,72,79,84,77,64,81,72,83,52,64,53,41,53,55,69,69,83,62,69,0,0,0,0,0,0,Right,Med,Med,5,4,60,68,68,71,71,69,79,82,82,82,82,82,82,82,82,77
154,Alexandre Lacazette,84,Arsenal,Premier League,England,France,ST,27,175,73,81,79,83,84,85,84,85,83,85,82,86,86,81,75,81,84,72,74,64,71,80,59,74,40,40,73,29,42,30,72,75,75,71,70,0,0,0,0,0,0,Right,High,Med,4,4,54,59,59,62,62,60,74,79,79,81,82,82,82,81,81,82
155,Sokratis Papastathopoulos,84,Arsenal,Premier League,England,Greece,CB,30,186,85,69,64,73,61,60,64,81,58,82,51,49,44,77,48,46,24,50,45,47,35,60,51,29,84,77,85,85,87,85,82,86,69,86,88,0,0,0,0,0,0,Right,Med,High,2,2,82,74,74,70,70,72,59,58,58,56,59,59,59,57,57,63
156,Bernd Leno,84,Arsenal,Premier League,England,Germany,GK,26,190,83,0,46,52,0,52,44,80,22,65,0,7,9,23,14,10,23,0,53,9,8,37,33,9,0,22,13,27,15,18,0,73,43,68,28,84,82,82,46,73,85,Right,Med,Med,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
